MaleID,TroopID,Year,Sample_Length,Foraging,Season,Consort,OSR
7,1,2004,1202,1132,Short,No,1.33
4,1,2004,1208,175,Short,No,1.33
1,1,2004,1205,1205,Short,No,1.33
9,1,2004,1203,1203,Short,No,1.33
8,1,2004,1173,0,Short,No,1.33
7,1,2004,1203,1181,Short,No,1.33
4,1,2004,1208,1143,Short,No,1.33
1,1,2004,1200,0,Short,No,1.33
9,1,2004,1204,1204,Short,No,1.33
4,1,2004,1107,0,Short,No,1.33
4,1,2004,1209,38,Short,No,1.33
1,1,2004,1202,827,Short,No,1.33
9,1,2004,1174,259,Short,No,1.33
11,1,2004,1204,1204,Short,No,1.33
8,1,2004,1200,1105,Short,No,1.33
7,1,2004,1111,914,Short,No,1.33
9,1,2004,1202,796,Short,No,1.33
11,1,2004,1204,1204,Short,No,1.33
8,1,2004,1203,1203,Short,No,1.33
7,1,2004,1033,932,Short,No,1.33
1,1,2004,1208,390,Short,No,1.33
9,1,2004,1217,106,Short,No,1.33
9,1,2004,1202,1058,Short,No,1.33
4,1,2004,1581,263,Short,No,1.33
7,1,2004,1097,165,Short,No,1.33
8,1,2004,1203,435,Short,No,1.33
1,1,2004,1202,888,Short,No,1.33
11,1,2004,1129,0,Short,No,1.33
9,1,2004,1202,286,Short,No,1.33
11,1,2004,1202,1172,Short,No,1.33
7,1,2004,1178,828,Short,No,1.33
1,1,2004,1208,783,Short,No,1.33
8,1,2004,1206,1173,Short,No,1.33
4,1,2004,1203,508,Short,No,1.33
1,1,2004,1203,1203,Short,No,1.33
8,1,2004,1203,710,Short,No,1.33
8,1,2004,1207,1148,Short,No,1.33
1,1,2004,1204,1204,Short,No,1.33
4,1,2004,1202,846,Short,No,1.33
9,1,2004,1215,1139,Short,No,1.33
8,1,2004,1092,615,Short,No,1.33
4,1,2004,1213,1190,Short,No,1.33
1,1,2004,1206,1160,Short,No,1.33
9,1,2004,1200,0,Short,No,1.33
8,1,2004,1202,1202,Short,No,1.33
4,1,2004,1205,395,Short,No,1.33
9,1,2004,1207,964,Short,No,1.33
4,1,2004,1084,0,Short,No,1.33
1,1,2004,1205,1161,Short,No,1.33
8,1,2004,1206,1160,Short,No,1.33
9,1,2004,1204,719,Short,No,1.33
8,1,2004,1202,569,Short,No,1.33
4,1,2004,1203,548,Short,No,1.33
9,1,2004,1203,935,Short,No,1.33
1,1,2004,1204,1204,Short,No,1.33
9,1,2004,1138,633,Short,No,1.33
9,1,2004,1200,762,Short,No,1.33
4,1,2004,1204,1204,Short,No,1.33
8,1,2004,1207,24,Short,No,1.33
1,1,2004,1224,816,Short,No,1.33
9,1,2004,1206,645,Short,No,1.33
8,1,2004,1201,944,Short,No,1.33
1,1,2004,1207,1131,Short,No,1.33
4,1,2004,1205,1172,Short,No,1.33
7,1,2004,1205,1205,Short,No,1.17
1,1,2004,1145,875,Short,No,1.17
11,1,2004,1203,483,Short,No,1.17
4,1,2004,1205,1205,Short,No,1.17
9,1,2004,1206,804,Short,No,1.17
11,1,2004,1212,1115,Short,No,1
7,1,2004,1209,1209,Short,No,1
4,1,2004,1184,1164,Short,No,1
8,1,2004,1203,1180,Short,No,1
1,1,2004,1204,1204,Short,No,1
7,1,2004,1159,1082,Short,No,1
8,1,2004,1211,1112,Short,No,1
1,1,2004,1197,1182,Short,No,1
4,1,2004,1504,998,Short,No,1
9,1,2004,1204,582,Short,No,1
7,1,2004,1271,42,Short,No,1
9,1,2004,1207,349,Short,No,1
1,1,2004,1202,1187,Short,No,1
4,1,2004,1202,1163,Short,No,1
1,1,2004,1208,1208,Short,No,1
9,1,2004,1206,1206,Short,No,1
7,1,2004,1205,769,Short,No,1
1,1,2004,1204,1204,Short,No,1
9,1,2004,1202,650,Short,No,1
4,1,2004,1202,1068,Short,No,1
9,1,2004,1202,1169,Short,No,1
7,1,2004,1200,20,Short,No,1
7,1,2004,1207,78,Short,No,1
7,1,2004,1201,1201,Short,No,1
8,1,2004,1208,1208,Short,No,1
1,1,2004,1204,876,Short,No,1
9,1,2004,1202,693,Short,No,1
9,1,2004,1203,1089,Short,No,1
1,1,2004,1141,1057,Short,No,1
7,1,2004,1204,930,Short,No,1
8,1,2004,1519,141,Short,No,1
4,1,2004,1202,0,Short,No,1
7,1,2004,1206,870,Short,No,1
11,1,2004,1203,512,Short,No,1
9,1,2004,1133,1133,Short,No,1
1,1,2004,1205,1205,Short,No,1
11,1,2004,1203,864,Short,No,1
7,1,2004,1206,991,Short,No,1
4,1,2004,1203,1203,Short,No,1
9,1,2004,1214,1214,Short,No,1
1,1,2004,916,513,Short,No,1
9,1,2004,1203,1203,Short,No,1
11,1,2004,1201,1187,Short,No,1
1,1,2004,1152,1152,Short,No,1
4,1,2004,1202,1202,Short,No,1
7,1,2004,1201,1131,Short,No,1
9,1,2004,1203,895,Short,No,1
1,1,2004,1193,806,Short,No,1
7,1,2004,1201,962,Short,No,1
1,1,2004,1202,35,Short,No,1
11,1,2004,1203,1203,Short,No,1
9,1,2004,1205,1205,Short,No,1
4,1,2004,1205,527,Short,No,1
11,1,2004,1203,1203,Short,No,1
7,1,2004,1203,888,Short,No,1
11,1,2004,1200,0,Short,No,0.86
4,1,2004,1202,1202,Short,No,0.86
9,1,2004,1203,1203,Short,No,0.86
1,1,2004,1203,1203,Short,No,0.86
7,1,2004,1203,817,Short,No,0.86
11,1,2004,1204,713,Short,No,0.86
7,1,2004,1201,753,Short,No,0.86
9,1,2004,1203,854,Short,No,0.86
8,1,2004,1203,987,Short,No,0.86
7,1,2004,1201,896,Short,No,0.86
9,1,2004,1204,529,Short,No,0.86
11,1,2004,1103,621,Short,No,0.86
1,1,2004,1205,759,Short,No,0.86
4,1,2004,1200,574,Short,No,0.86
8,1,2004,1202,1137,Short,No,0.86
8,1,2004,1214,0,Short,No,0.86
7,1,2004,1201,1102,Short,No,0.86
4,1,2004,1203,1203,Short,No,0.86
1,1,2004,1202,1076,Short,No,0.86
8,1,2004,1201,974,Short,No,0.86
7,1,2004,1203,1203,Short,No,0.86
1,1,2004,1203,1061,Short,No,0.86
7,1,2004,1203,579,Short,No,1.17
8,1,2004,1204,1204,Short,No,1.17
4,1,2004,1203,458,Short,No,1.17
1,1,2004,1201,1136,Short,No,1.17
7,1,2004,1201,0,Short,No,1.17
8,1,2004,1201,1201,Short,No,1.17
4,1,2004,1202,1202,Short,No,1.17
1,1,2004,1204,1014,Short,No,1.17
1,1,2004,1209,1154,Short,No,1.17
4,1,2004,1202,863,Short,No,1.17
8,1,2004,1204,1204,Short,No,1.17
7,1,2004,1213,1185,Short,No,1.17
7,1,2004,1203,1203,Short,No,1.17
7,1,2004,1204,1175,Short,No,1.17
1,1,2004,1205,757,Short,No,1.17
11,1,2004,1205,961,Short,No,1.17
8,1,2004,1204,1161,Short,No,1.17
9,1,2004,1206,1177,Short,No,1.17
11,1,2004,1207,1207,Short,No,1.17
9,1,2004,1206,819,Short,No,1.17
1,1,2004,1203,1127,Short,No,1.17
4,1,2004,1204,997,Short,No,0.86
11,1,2004,1206,1206,Short,No,0.86
1,1,2004,1204,1081,Short,No,0.86
9,1,2004,1202,1192,Short,No,0.86
4,1,2004,1204,1204,Short,No,0.86
3,1,2004,1207,1207,Short,No,0.86
11,1,2004,1205,886,Short,No,0.86
9,1,2004,1204,491,Short,No,0.86
1,1,2004,1207,218,Short,No,0.86
11,1,2004,1185,1185,Short,No,0.86
3,1,2004,1206,1206,Short,No,0.86
7,1,2004,1206,1077,Short,No,0.86
11,1,2004,1205,588,Short,No,0.86
11,1,2004,1203,1203,Short,No,0.86
9,1,2004,1206,974,Short,No,0.86
11,1,2004,1203,499,Short,No,1
7,1,2004,1199,1110,Short,No,1
4,1,2004,1201,1201,Short,No,1
1,1,2004,1212,812,Short,No,1
7,1,2004,1204,1204,Short,No,1
11,1,2004,954,33,Short,No,1
11,1,2004,1214,846,Short,No,1
7,1,2004,1208,1208,Short,No,1
4,1,2004,1203,1203,Short,No,1
11,1,2004,1207,638,Short,No,1
7,1,2004,1216,1103,Short,No,1
1,1,2004,2200,526,Short,No,1
7,1,2004,1205,1205,Short,No,1.2
11,1,2004,1209,1209,Short,No,1.2
11,1,2004,1204,588,Short,No,1.2
7,1,2004,1206,259,Short,No,1.2
4,1,2004,1209,0,Short,No,1.2
4,1,2004,1257,0,Short,No,1
7,1,2004,1203,1203,Short,No,1
4,1,2004,1201,1201,Short,No,1
11,1,2004,1161,1161,Short,No,1
4,1,2004,1204,784,Short,No,1
11,1,2004,1203,523,Short,No,1
7,1,2004,1207,0,Short,No,0.86
8,1,2004,1202,580,Short,No,0.86
4,1,2004,1555,658,Short,No,0.86
1,1,2004,1202,1202,Short,No,0.86
9,1,2004,1201,1201,Short,No,0.86
10,1,2004,1174,924,Short,No,0.86
11,1,2004,1210,1013,Short,No,0.86
1,1,2004,1206,1108,Short,No,0.86
4,1,2004,1206,1129,Short,No,0.86
9,1,2004,1212,1212,Short,No,0.86
1,1,2004,1205,1205,Short,No,0.86
10,1,2004,1203,720,Short,No,0.86
4,1,2004,1205,1205,Short,No,0.86
8,1,2004,1201,1201,Short,No,0.86
9,1,2004,1205,1205,Short,No,0.86
9,1,2004,1210,1210,Short,No,0.86
7,1,2004,1191,257,Short,No,0.86
4,1,2004,1210,251,Short,No,0.86
8,1,2004,1204,1204,Short,No,0.86
10,1,2004,1205,967,Short,No,0.86
4,1,2004,1204,496,Short,No,0.86
9,1,2004,1205,147,Short,No,0.86
1,1,2004,1204,1204,Short,No,0.86
10,1,2004,1208,1097,Short,No,0.86
7,1,2004,1088,433,Short,No,0.86
8,1,2004,1207,1207,Short,No,0.86
4,1,2004,1204,1085,Short,No,0.86
8,1,2004,1194,0,Short,No,0.86
4,1,2004,1205,37,Short,No,0.86
1,1,2004,1204,1204,Short,No,0.86
7,1,2004,1203,1147,Short,No,0.86
10,1,2004,1206,1069,Short,No,0.86
9,1,2004,1205,1205,Short,No,0.86
8,1,2004,1207,765,Short,No,0.86
1,1,2004,1206,21,Short,No,0.86
7,1,2004,1207,1017,Short,No,0.86
1,1,2004,1201,1201,Short,No,0.86
9,1,2004,1208,1180,Short,No,0.86
10,1,2004,1091,58,Short,No,0.86
4,1,2004,1206,1155,Short,No,0.86
8,1,2004,1204,1072,Short,No,0.86
4,1,2004,1203,663,Short,No,0.86
7,1,2004,1200,36,Short,No,0.86
11,1,2004,1204,0,Short,No,0.71
9,1,2004,1201,0,Short,No,0.71
4,1,2004,1208,1208,Short,No,0.71
8,1,2004,1204,783,Short,No,0.71
8,1,2004,1185,0,Short,No,0.71
9,1,2004,1204,0,Short,No,0.71
3,1,2004,1205,917,Short,No,0.71
7,1,2004,1203,1203,Short,No,0.71
11,1,2004,1206,1084,Short,No,0.71
10,1,2004,1203,1203,Short,No,0.71
4,1,2004,1204,1204,Short,No,0.71
9,1,2004,1203,1203,Short,No,0.71
4,1,2004,1205,1205,Short,No,0.71
7,1,2004,1206,0,Short,No,0.71
3,1,2004,1205,584,Short,No,0.71
4,1,2004,1204,1204,Short,No,0.71
7,1,2004,1206,1114,Short,No,0.71
10,1,2004,1203,1203,Short,No,0.71
3,1,2004,1340,458,Short,No,0.71
4,1,2004,653,0,Short,No,0.71
7,1,2004,1204,1167,Short,No,0.71
11,1,2004,1550,197,Short,No,0.71
10,1,2004,1201,998,Short,No,0.71
10,1,2004,1206,1052,Short,No,0.71
3,1,2004,1208,455,Short,No,0.71
8,1,2004,1195,897,Short,No,0.83
11,1,2004,1204,458,Short,No,0.83
4,1,2004,1204,1204,Short,No,0.83
7,1,2004,1206,1206,Short,No,0.83
11,1,2004,1201,1201,Short,No,0.83
8,1,2004,1205,1205,Short,No,0.83
3,1,2004,1203,0,Short,No,1
4,1,2004,1201,454,Short,No,1
8,1,2004,1337,1162,Short,No,1
7,1,2004,1205,1085,Short,No,1
8,1,2004,1203,477,Short,No,1
4,1,2004,1175,1175,Short,No,1
3,1,2004,1201,968,Short,No,1
8,1,2004,1189,0,Short,No,1.67
3,1,2004,1204,590,Short,No,1.67
8,1,2004,1209,1209,Short,No,1.67
4,1,2004,1202,1202,Short,No,1
9,1,2004,1203,1203,Short,No,1
3,1,2004,1201,137,Short,No,1
8,1,2004,1202,1020,Short,No,1
4,1,2004,1202,1202,Short,No,1
8,1,2004,1202,705,Short,No,1
3,1,2004,1185,128,Short,No,1
9,1,2004,1061,1003,Short,No,1
4,1,2004,1215,1139,Short,No,1
3,1,2004,1203,1203,Short,No,1
9,1,2004,1202,1202,Short,No,1
11,1,2004,1201,1201,Short,No,1
4,1,2004,1201,1201,Short,No,1
4,1,2004,1200,0,Short,No,1
7,1,2004,1052,828,Short,No,1
9,1,2004,1200,0,Short,No,1
4,1,2004,1202,1121,Short,No,1
7,1,2004,1203,1203,Short,No,1
11,1,2004,1204,1173,Short,No,1
9,1,2004,1205,1205,Short,No,1
8,1,2004,1203,1203,Short,No,1
8,1,2004,1193,0,Short,No,1
4,1,2004,976,578,Short,No,1
11,1,2004,1203,1203,Short,No,1
9,1,2004,1206,1142,Short,No,1
2,2,2003,1215,523,Short,No,0.6
19,2,2003,1200,0,Short,No,0.6
19,2,2003,1210,0,Short,No,0.6
19,2,2003,1209,1209,Short,No,0.6
2,2,2003,1039,0,Short,No,0.6
2,2,2003,1241,1241,Short,No,0.6
19,2,2003,1216,0,Short,No,0.8
12,2,2003,1206,1206,Short,No,0.8
2,2,2003,1214,1214,Short,No,0.8
13,2,2003,1092,923,Short,No,0.8
2,2,2003,1261,1261,Short,No,0.8
19,2,2003,1201,1201,Short,No,0.8
2,2,2003,1215,607,Short,No,0.8
12,2,2003,1209,645,Short,No,0.8
13,2,2003,1176,1176,Short,No,0.8
19,2,2003,1203,1203,Short,No,0.8
12,2,2003,1080,376,Short,No,0.8
12,2,2003,1214,0,Short,No,0.8
2,2,2003,1216,1216,Short,No,0.8
13,2,2003,1213,840,Short,No,0.8
19,2,2003,1210,1210,Short,No,0.8
12,2,2003,1207,1191,Short,No,0.8
13,2,2003,1203,1203,Short,No,0.8
2,2,2003,766,685,Short,No,0.8
19,2,2003,1275,568,Short,No,0.8
19,2,2003,1206,1206,Short,No,0.8
13,2,2003,960,960,Short,No,0.67
10,2,2003,1223,783,Short,No,0.67
10,2,2003,1204,1141,Short,No,0.67
10,2,2003,1202,1202,Short,No,0.67
12,2,2003,1208,918,Short,No,0.67
19,2,2003,1201,958,Short,No,0.67
10,2,2003,928,21,Short,No,0.67
12,2,2003,1204,1204,Short,No,0.67
19,2,2003,1211,1211,Short,No,0.67
13,2,2003,1207,693,Short,No,0.67
10,2,2003,1201,1201,Short,No,0.67
10,2,2003,953,953,Short,No,0.5
19,2,2003,1218,1218,Short,No,0.5
10,2,2003,1202,1202,Short,No,0.5
10,2,2003,1207,1192,Short,No,0.5
10,2,2003,989,974,Short,No,0.5
12,2,2003,1204,144,Short,No,0.5
19,2,2003,1199,1199,Short,No,0.5
2,2,2003,1211,1076,Short,No,0.5
19,2,2003,1208,1208,Short,No,0.5
5,2,2003,976,976,Short,No,0.5
13,2,2003,1213,1143,Short,No,0.5
2,2,2003,1210,1210,Short,No,0.5
19,2,2003,1208,1208,Short,No,0.5
5,2,2003,1205,1035,Short,No,0.5
13,2,2003,1009,1009,Short,No,0.5
2,2,2003,1244,124,Short,No,0.5
5,2,2003,1204,1198,Short,No,0.5
2,2,2003,1200,0,Short,No,0.5
13,2,2003,1065,1065,Short,No,0.5
19,2,2003,1205,1205,Short,No,0.5
5,2,2003,1205,1168,Short,No,0.5
5,2,2003,1200,1033,Short,No,0.67
2,2,2003,1214,131,Short,No,0.67
5,2,2003,912,901,Short,No,0.67
10,2,2003,1212,1172,Short,No,0.67
19,2,2003,1221,1221,Short,No,0.67
13,2,2003,1213,1163,Short,No,0.67
19,2,2003,1203,1203,Short,No,0.67
10,2,2003,1203,920,Short,No,0.67
13,2,2003,1046,1046,Short,No,0.67
12,2,2003,1209,1093,Short,No,0.67
10,2,2003,1202,1202,Short,No,0.67
12,2,2003,1202,707,Short,No,0.67
19,2,2003,1202,1191,Short,No,0.67
10,2,2003,1202,0,Short,No,0.67
13,2,2003,1202,1202,Short,No,0.67
19,2,2003,1177,1132,Short,No,0.67
10,2,2003,1216,1085,Short,No,0.67
19,2,2003,1199,710,Short,No,0.67
5,2,2003,1204,952,Short,No,0.67
5,2,2003,1122,445,Short,No,0.67
10,2,2003,1224,1224,Short,No,0.67
13,2,2003,1136,1136,Short,No,0.67
13,2,2003,1211,1211,Short,No,0.67
19,2,2003,1201,1176,Short,No,0.67
5,2,2003,1204,1021,Short,No,0.67
10,2,2003,1203,1148,Short,No,0.67
10,2,2003,1203,0,Short,No,0.67
19,2,2003,1146,1113,Short,No,0.67
13,2,2003,1164,1164,Short,No,0.67
5,2,2003,1201,1201,Short,No,0.67
13,2,2003,1199,1199,Short,No,0.67
10,2,2003,1206,899,Short,No,0.67
19,2,2003,1214,0,Long,No,0.83
2,2,2003,1179,1147,Long,No,0.83
13,2,2003,1202,1172,Long,No,0.83
10,2,2003,1730,414,Long,No,0.83
5,2,2003,1203,408,Long,No,0.83
2,2,2003,1202,751,Long,No,0.83
19,2,2003,1091,0,Long,No,0.83
2,2,2003,1218,1218,Long,No,0.83
10,2,2003,1204,1204,Long,No,0.83
5,2,2003,1142,1088,Long,No,0.83
19,2,2003,1202,950,Long,No,0.83
10,2,2003,1202,950,Long,No,0.83
13,2,2003,1206,0,Long,No,0.83
19,2,2003,1208,935,Long,No,0.83
12,2,2003,1217,988,Long,No,0.83
2,2,2003,1208,494,Long,No,0.83
12,2,2003,1201,1095,Long,No,0.83
10,2,2003,1204,482,Long,No,0.83
2,2,2003,1230,0,Long,No,0.83
10,2,2003,1207,1039,Long,No,0.83
2,2,2003,1217,52,Long,No,0.83
19,2,2003,1204,221,Long,No,0.83
5,2,2003,1163,1093,Long,No,0.83
10,2,2003,1348,0,Long,No,1
5,2,2003,1200,302,Long,No,1
13,2,2003,1206,1206,Long,No,1
19,2,2003,1203,1203,Long,No,1
5,2,2003,1177,0,Long,No,1
10,2,2003,1204,936,Long,No,1
13,2,2003,1019,0,Long,No,1
10,2,2003,1208,304,Long,No,1
19,2,2003,1201,0,Long,No,1
5,2,2003,1203,1203,Long,No,1
13,2,2003,1098,1098,Long,No,1
10,2,2003,1202,1202,Long,No,1
13,2,2003,1201,716,Long,No,1
5,2,2003,904,237,Long,No,1
19,2,2003,1202,957,Long,No,1
10,2,2003,1201,1201,Long,No,1
13,2,2003,1203,1203,Long,No,1
13,2,2003,1225,0,Long,No,1
19,2,2003,1202,1202,Long,No,1
13,2,2003,1201,1132,Long,No,1
10,2,2003,1201,1137,Long,No,1
5,2,2003,1161,21,Long,No,1
10,2,2003,1217,1048,Long,No,1
2,2,2003,1202,1202,Long,No,1
13,2,2003,1200,252,Long,No,1
2,2,2003,1204,616,Long,No,1
19,2,2003,1210,1210,Long,No,1
2,2,2003,1206,1095,Long,No,0.83
19,2,2003,1198,69,Long,No,0.83
19,2,2003,1208,218,Long,No,0.83
13,2,2003,1202,1202,Long,No,0.83
19,2,2003,1201,1201,Long,No,0.83
2,2,2003,1226,851,Long,No,0.83
2,2,2003,1063,0,Long,No,1
13,2,2003,1203,651,Long,No,1
2,2,2003,1093,610,Long,No,1
13,2,2003,1202,1202,Long,No,1
13,2,2003,1203,1158,Long,No,1
19,2,2003,1210,637,Long,No,1
2,2,2003,1203,912,Long,No,1
13,2,2003,1202,0,Long,No,1
10,2,2003,1334,0,Long,No,1
13,2,2003,1204,1042,Long,No,1
10,2,2003,1205,1205,Long,No,1
13,2,2003,1200,883,Long,No,1
5,2,2003,1143,0,Long,No,1
10,2,2003,1202,254,Long,No,1
5,2,2003,1360,1097,Long,No,1
10,2,2003,1077,87,Long,No,1
5,2,2003,1113,30,Long,No,1
10,2,2003,1203,0,Long,No,1
13,2,2003,1212,803,Long,No,1
15,2,2003,1202,82,Long,No,1
5,2,2003,1110,947,Long,No,1
10,2,2003,1203,0,Long,No,1
10,2,2004,1187,916,Long,No,1.33
13,2,2004,987,446,Long,No,1.33
10,2,2004,1204,0,Long,No,1.33
15,2,2004,1215,107,Long,No,1.33
13,2,2004,1206,1206,Long,No,1.33
5,2,2004,1192,127,Long,No,1.33
10,2,2004,1245,220,Long,No,1.33
5,2,2004,1200,0,Long,No,1.33
15,2,2004,1036,0,Long,No,1.33
15,2,2004,1209,0,Long,No,1.33
10,2,2004,1209,1153,Long,No,1.33
5,2,2004,1135,805,Long,No,1.33
13,2,2004,1204,1204,Long,No,1.33
5,2,2004,1113,746,Long,No,1.33
10,2,2004,1205,1205,Long,No,1.33
13,2,2004,1183,980,Long,No,1.33
15,2,2004,1209,0,Long,No,1.33
15,2,2004,1205,1205,Long,No,1
5,2,2004,1204,1204,Long,No,1
13,2,2004,1206,1018,Long,No,1
5,2,2004,1204,1204,Long,No,1
14,2,2004,1203,877,Long,No,1
15,2,2004,1199,1199,Long,No,1
13,2,2004,1205,321,Long,No,1
13,2,2004,1204,1204,Long,No,1.2
15,2,2004,1203,292,Long,No,1.2
2,2,2004,1092,139,Long,No,1.2
15,2,2004,947,667,Long,No,1.2
2,2,2004,992,0,Long,No,1.2
5,2,2004,1205,1205,Long,No,1.2
13,2,2004,1184,26,Long,No,1.2
2,2,2004,1205,1205,Long,No,1.2
5,2,2004,1204,1204,Long,No,1.2
15,2,2004,1206,0,Long,No,1.2
13,2,2004,1204,0,Long,No,1.2
2,2,2004,1205,1205,Long,No,1.2
15,2,2004,1201,386,Long,No,1.2
5,2,2004,823,0,Long,No,0.83
13,2,2004,1203,1203,Long,No,0.83
2,2,2004,1204,1204,Long,No,0.83
10,2,2004,1204,1204,Long,No,0.83
15,2,2004,1204,586,Long,No,0.83
2,2,2004,1511,1511,Long,No,0.83
14,2,2004,1205,972,Long,No,0.83
13,2,2004,1203,991,Long,No,0.83
14,2,2004,1204,578,Long,No,0.83
2,2,2004,1071,166,Long,No,0.83
2,2,2004,1401,0,Long,No,1
13,2,2004,1206,1206,Long,No,1
10,2,2004,1226,85,Long,No,1
2,2,2004,1203,1203,Long,No,1
10,2,2004,1204,109,Long,No,1
14,2,2004,1202,1104,Long,No,1
13,2,2004,1203,1203,Long,No,1
13,2,2004,1202,293,Long,No,1
2,2,2004,1205,1205,Long,No,1
13,2,2004,910,68,Long,No,1
10,2,2004,1539,690,Long,No,1
2,2,2004,1203,819,Long,No,1
13,2,2004,1203,1100,Long,No,1
14,2,2004,1163,678,Long,No,1
14,2,2004,1206,772,Long,No,1
2,2,2004,1203,1203,Long,No,1
14,2,2004,1203,950,Long,No,1
2,2,2004,1204,598,Long,No,1
2,2,2004,1204,739,Long,No,0.83
14,2,2004,1900,1205,Long,No,0.83
14,2,2004,1205,81,Long,No,0.83
13,2,2004,1202,321,Long,No,0.83
14,2,2004,1219,217,Short,No,1
2,2,2004,1207,837,Short,No,1
10,2,2004,1202,870,Short,No,1
2,2,2004,1205,1205,Short,No,1
14,2,2004,1204,423,Short,No,1
10,2,2004,1273,1000,Short,No,1
2,2,2004,1206,973,Short,No,1
10,2,2004,1206,1206,Short,No,1
14,2,2004,1211,1211,Short,No,1
14,2,2004,1202,1202,Short,No,1
5,2,2004,947,844,Short,No,1
5,2,2004,1137,0,Short,No,1
5,2,2004,1206,933,Short,No,1
10,2,2004,1206,1206,Short,No,1
2,2,2004,1203,961,Short,No,1
14,2,2004,846,168,Short,No,1
5,2,2004,1201,0,Short,No,1
14,2,2004,1216,582,Short,No,1
2,2,2004,1203,1203,Short,No,1
10,2,2004,1174,1174,Short,No,1
14,2,2004,1200,1000,Short,No,1
2,2,2004,1208,1208,Short,No,1
10,2,2004,1203,1203,Short,No,1
5,2,2004,1204,1204,Short,No,1
10,2,2004,1204,1204,Short,No,1
6,2,2004,1111,510,Short,No,0.71
13,2,2004,1209,1209,Short,No,0.71
2,2,2004,1074,1074,Short,No,0.71
10,2,2004,1204,1204,Short,No,0.71
5,2,2004,1201,1201,Short,No,0.71
13,2,2004,1189,1189,Short,No,0.71
10,2,2004,641,54,Short,No,0.71
5,2,2004,1203,914,Short,No,0.71
15,2,2004,1209,509,Short,No,0.71
13,2,2004,1206,1049,Short,No,0.71
6,2,2004,1205,769,Short,No,0.71
10,2,2004,1207,1094,Short,No,0.71
13,2,2004,1228,100,Short,No,0.71
15,2,2004,1205,1165,Short,No,0.71
6,2,2004,1207,1207,Short,No,0.71
6,2,2004,1205,251,Short,No,0.71
13,2,2004,1203,0,Short,No,0.83
2,2,2004,1202,1202,Short,No,0.83
5,2,2004,1208,0,Short,No,0.83
10,2,2004,1109,692,Short,No,0.83
14,2,2004,1209,1209,Short,No,0.83
14,2,2004,1203,1203,Short,No,0.83
6,2,2004,1210,1171,Short,No,0.83
13,2,2004,1197,714,Short,No,0.83
2,2,2004,1202,1202,Short,No,0.83
2,2,2004,1209,0,Short,No,0.83
6,2,2004,1204,1140,Short,No,0.83
10,2,2004,1255,1225,Short,No,0.83
14,2,2004,1195,1119,Short,No,0.83
5,2,2004,1041,1041,Short,No,0.83
6,2,2004,1202,944,Short,No,0.83
5,2,2004,157,0,Short,No,0.83
13,2,2004,1206,1206,Short,No,0.83
14,2,2004,1200,988,Short,No,0.83
10,2,2004,1184,0,Short,No,0.83
5,2,2004,1203,546,Short,No,1
6,2,2004,1200,1049,Short,No,1
2,2,2004,1207,1207,Short,No,1
14,2,2004,1174,1027,Short,No,1
5,2,2004,1207,1207,Short,No,1
14,2,2004,1204,1204,Short,No,1
6,2,2004,1200,879,Short,No,1
5,2,2004,1201,1201,Short,No,0.83
6,2,2004,1201,1201,Short,No,0.83
14,2,2004,1203,1203,Short,No,0.83
5,2,2004,1203,1203,Short,No,0.83
14,2,2004,1201,1201,Short,No,0.83
6,2,2004,1202,1202,Short,No,0.83
2,2,2004,1201,0,Short,No,1
15,2,2004,1205,830,Short,No,1
2,2,2004,1201,1201,Short,No,1
6,2,2004,1200,27,Short,No,1
6,2,2004,1202,1202,Short,No,1
13,2,2004,988,988,Short,No,1
10,2,2004,933,480,Short,No,0.86
2,2,2004,1240,1048,Short,No,0.86
5,2,2004,1182,1182,Short,No,0.86
13,2,2004,1211,1211,Short,No,0.86
10,2,2004,1253,1134,Short,No,0.86
15,2,2004,1202,1011,Short,No,0.86
13,2,2004,1182,1158,Short,No,0.86
15,2,2004,1202,104,Short,No,0.86
10,2,2004,1203,1203,Short,No,0.86
2,2,2004,1201,1201,Short,No,0.43
15,2,2004,1204,497,Short,No,0.43
13,2,2004,1202,1202,Short,No,0.43
2,2,2004,1776,0,Short,No,0.43
13,2,2004,1114,705,Short,No,0.43
2,2,2004,1202,943,Short,No,0.43
6,2,2004,1202,1202,Short,No,0.43
2,2,2004,1206,1206,Short,No,0.43
2,2,2004,996,0,Short,No,0.43
5,2,2004,1206,983,Short,No,0.43
6,2,2004,1207,1207,Short,No,0.43
13,2,2004,1203,1203,Short,No,0.43
5,2,2004,1206,1206,Short,No,0.43
6,2,2004,1204,0,Short,No,0.29
10,2,2004,1206,0,Short,No,0.29
2,2,2004,1202,518,Short,No,0.29
14,2,2004,1166,1166,Short,No,0.29
5,2,2004,1204,1204,Short,No,0.29
15,2,2004,704,548,Short,No,0.29
10,2,2004,1202,0,Short,No,0.29
2,2,2004,1380,0,Short,No,0.29
5,2,2004,1204,1111,Short,No,0.29
6,2,2004,1204,1204,Short,No,0.29
13,2,2004,1202,1122,Short,No,0.29
14,2,2004,1204,950,Short,No,0.29
14,2,2004,1204,0,Short,No,0.33
5,2,2004,1200,0,Short,No,0.33
13,2,2004,1201,244,Short,No,0.33
6,2,2004,1205,914,Short,No,0.33
10,2,2004,1203,0,Short,No,0.33
5,2,2004,1200,0,Short,No,0.33
