MaleID,TroopID,Year,Sample_Length,Foraging,Season,Consort,OSR
13,2,2004,1204,1204,Short,No,0.33
6,2,2004,1204,1204,Short,No,0.33
14,2,2004,1303,1023,Short,No,0.33
2,2,2004,1213,1213,Short,No,0.33
5,2,2004,1203,1146,Short,No,0.33
14,2,2004,1213,1213,Short,No,0.4
13,2,2004,600,580,Short,No,0.4
6,2,2004,1207,1123,Short,No,0.4
2,2,2004,1203,423,Short,No,0.4
6,2,2004,1171,957,Short,No,0.4
2,2,2004,1190,0,Short,No,0.4
14,2,2004,973,874,Short,No,0.4
6,2,2004,1112,455,Short,No,0.4
13,2,2004,1205,404,Short,No,0.4
2,2,2004,1095,1095,Short,No,0.4
14,2,2004,1203,1203,Short,No,0.4
6,2,2004,1209,819,Short,No,0.4
2,2,2004,1503,1503,Short,No,0.4
14,2,2004,1200,0,Short,No,0.4
2,2,2004,1205,5,Short,No,0.4
6,2,2004,1203,1123,Short,No,0.4
13,2,2004,1203,0,Short,No,0.6
14,2,2004,1213,20,Short,No,0.6
5,2,2004,1200,0,Short,No,0.6
6,2,2004,1206,1206,Short,No,0.6
6,2,2004,1204,281,Short,No,0.6
14,2,2004,1204,1204,Short,No,0.6
5,2,2004,1205,1052,Short,No,0.6
13,2,2004,1057,735,Short,No,0.6
6,2,2004,1204,1204,Short,No,0.6
14,2,2004,1205,1205,Short,No,0.6
2,2,2004,1204,1204,Short,No,0.6
13,2,2004,1203,1203,Short,No,0.6
6,2,2004,1042,970,Short,No,0.6
14,2,2004,1208,151,Short,No,0.6
5,2,2004,1202,887,Short,No,0.6
13,2,2004,1205,1142,Short,No,0.6
2,2,2004,1184,0,Short,No,0.6
14,2,2004,1328,0,Short,No,0.6
5,2,2004,1202,0,Short,No,0.6
13,2,2004,1204,603,Short,No,0.6
2,2,2004,1203,427,Short,No,0.6
2,2,2004,1203,1203,Short,No,0.6
5,2,2004,1202,1202,Short,No,0.6
13,2,2004,1201,1201,Short,No,0.6
14,2,2004,1137,637,Short,No,0.6
14,2,2004,1243,1243,Short,No,0.6
5,2,2004,1207,1195,Short,No,0.6
2,2,2004,1204,1204,Short,No,0.6
13,2,2004,1115,1093,Short,No,0.6
9,1,2004,1205,1205,Long,Yes,1.2
9,1,2003,920,920,Short,Yes,0.14
9,1,2003,1221,1221,Short,Yes,0.17
9,1,2003,1244,1184,Short,Yes,0.17
9,1,2003,1178,1178,Short,Yes,0.14
9,1,2003,1227,1227,Short,Yes,0.14
9,1,2003,1246,1246,Short,Yes,0.14
9,1,2003,1238,1238,Short,Yes,0.14
9,1,2003,1446,1376,Short,Yes,0.14
9,1,2003,1213,208,Short,Yes,0.14
9,1,2003,1166,1118,Short,Yes,0.17
8,1,2003,1202,1202,Long,Yes,0.43
8,1,2003,1204,1142,Long,Yes,0.43
8,1,2003,1202,45,Long,Yes,0.43
4,1,2004,1222,0,Long,Yes,1
4,1,2004,1162,1162,Long,Yes,1
4,1,2004,1213,1017,Long,Yes,1
4,1,2004,1204,1144,Long,Yes,1
4,1,2004,1205,1110,Long,Yes,1
9,1,2004,1207,1163,Long,Yes,1.2
8,1,2004,1204,450,Long,Yes,1.2
8,1,2004,1204,1021,Long,Yes,1.2
9,1,2004,1203,458,Long,Yes,1.2
9,1,2004,1205,1205,Long,Yes,1.2
8,1,2004,1204,1118,Long,Yes,1.2
8,1,2004,1052,142,Long,Yes,1.2
8,1,2004,1224,297,Long,Yes,1.2
8,1,2004,1204,1155,Long,Yes,1.2
1,1,2004,1227,800,Long,Yes,1.2
9,1,2004,1203,29,Long,Yes,0.83
11,1,2004,1205,1205,Long,Yes,0.83
11,1,2004,1032,969,Long,Yes,0.83
9,1,2004,1208,977,Long,Yes,0.83
11,1,2004,1208,1208,Long,Yes,0.83
11,1,2004,1218,357,Long,Yes,0.83
8,1,2004,1205,467,Long,Yes,0.83
11,1,2004,1203,0,Long,Yes,0.83
8,1,2004,1210,231,Long,Yes,0.83
8,1,2004,1203,537,Long,Yes,0.83
11,1,2004,1208,1076,Long,Yes,0.83
11,1,2004,1203,157,Long,Yes,0.83
7,1,2004,1189,538,Long,Yes,0.83
7,1,2004,1203,1158,Long,Yes,0.83
7,1,2004,1200,672,Long,Yes,0.83
7,1,2004,1214,223,Long,Yes,0.83
7,1,2004,1204,855,Long,Yes,0.83
9,1,2004,1200,0,Long,Yes,0.83
11,1,2004,1180,0,Long,Yes,0.67
8,1,2004,1213,850,Long,Yes,0.67
11,1,2004,1293,337,Long,Yes,0.67
8,1,2004,1211,1211,Long,Yes,0.67
11,1,2004,1173,701,Long,Yes,0.67
11,1,2004,1205,0,Long,Yes,0.67
11,1,2004,1206,1206,Short,Yes,1.33
11,1,2004,1200,0,Short,Yes,1.33
4,1,2004,1205,1205,Short,Yes,1.33
11,1,2004,1209,0,Short,Yes,1.33
11,1,2004,1202,1202,Short,Yes,1.33
7,1,2004,1204,899,Short,Yes,1.33
7,1,2004,1206,0,Short,Yes,1.33
11,1,2004,1200,1049,Short,Yes,1.33
11,1,2004,1193,1186,Short,Yes,1.33
7,1,2004,1203,0,Short,Yes,1.33
7,1,2004,1209,0,Short,Yes,1.33
11,1,2004,1188,1174,Short,Yes,1.33
11,1,2004,1213,928,Short,Yes,1.33
7,1,2004,1205,1006,Short,Yes,1.33
11,1,2004,1502,1265,Short,Yes,1.33
7,1,2004,1205,452,Short,Yes,1.33
11,1,2004,1203,234,Short,Yes,1.33
7,1,2004,1203,276,Short,Yes,1.33
8,1,2004,1215,0,Short,Yes,1.17
9,1,2004,1204,1204,Short,Yes,1
8,1,2004,1204,1204,Short,Yes,1
11,1,2004,1205,1190,Short,Yes,1
8,1,2004,1209,832,Short,Yes,1
11,1,2004,1204,1097,Short,Yes,1
8,1,2004,1167,110,Short,Yes,1
11,1,2004,1171,1089,Short,Yes,1
11,1,2004,1200,0,Short,Yes,1
8,1,2004,1205,0,Short,Yes,1
11,1,2004,1203,322,Short,Yes,1
4,1,2004,1203,1014,Short,Yes,1
11,1,2004,1200,1035,Short,Yes,1
4,1,2004,1373,327,Short,Yes,1
8,1,2004,1204,387,Short,Yes,1
8,1,2004,1203,810,Short,Yes,1
8,1,2004,1202,1125,Short,Yes,1
8,1,2004,1203,1146,Short,Yes,1
8,1,2004,1202,0,Short,Yes,1
8,1,2004,1046,1046,Short,Yes,1
8,1,2004,1204,1192,Short,Yes,0.86
1,1,2004,1200,0,Short,Yes,0.86
9,1,2004,1201,1191,Short,Yes,0.86
11,1,2004,1210,698,Short,Yes,0.86
9,1,2004,1204,1204,Short,Yes,0.86
11,1,2004,1202,1202,Short,Yes,1.17
11,1,2004,1211,1066,Short,Yes,1.17
9,1,2004,1203,474,Short,Yes,1.17
9,1,2004,1203,219,Short,Yes,1.17
11,1,2004,1020,440,Short,Yes,1.17
4,1,2004,1206,749,Short,Yes,1.17
4,1,2004,1212,1064,Short,Yes,1.17
8,1,2004,1204,1204,Short,Yes,0.86
7,1,2004,1202,1202,Short,Yes,0.86
8,1,2004,1203,990,Short,Yes,0.86
7,1,2004,1204,715,Short,Yes,0.86
8,1,2004,1203,1203,Short,Yes,0.86
7,1,2004,1216,1187,Short,Yes,0.86
4,1,2004,1209,546,Short,Yes,0.86
4,1,2004,1206,964,Short,Yes,0.86
8,1,2004,1202,1202,Short,Yes,0.86
4,1,2004,1200,0,Short,Yes,0.86
9,1,2004,1220,287,Short,Yes,1
8,1,2004,1210,999,Short,Yes,1
8,1,2004,1218,1159,Short,Yes,1
1,1,2004,1200,1117,Short,Yes,1
8,1,2004,1204,729,Short,Yes,1
8,1,2004,1204,1180,Short,Yes,1
8,1,2004,680,203,Short,Yes,1.2
1,1,2004,1200,421,Short,Yes,1.2
8,1,2004,1204,1204,Short,Yes,1.2
1,1,2004,1204,780,Short,Yes,1.2
1,1,2004,1213,339,Short,Yes,1
8,1,2004,1205,1163,Short,Yes,1
1,1,2004,1203,484,Short,Yes,1
8,1,2004,1204,95,Short,Yes,1
11,1,2004,1201,956,Short,Yes,0.86
11,1,2004,1215,1215,Short,Yes,0.86
11,1,2004,1200,1200,Short,Yes,0.86
11,1,2004,1203,722,Short,Yes,0.86
11,1,2004,1220,415,Short,Yes,0.86
11,1,2004,1200,0,Short,Yes,0.86
11,1,2004,1203,1203,Short,Yes,0.86
8,1,2004,1204,1193,Short,Yes,0.71
9,1,2004,1205,244,Short,Yes,0.71
8,1,2004,1205,1140,Short,Yes,0.71
8,1,2004,1203,1203,Short,Yes,0.71
9,1,2004,1205,0,Short,Yes,0.71
3,1,2004,1206,474,Short,Yes,0.83
3,1,2004,1206,756,Short,Yes,0.83
11,1,2004,1206,1120,Short,Yes,1
11,1,2004,1205,1116,Short,Yes,1
11,1,2004,1202,393,Short,Yes,1.67
11,1,2004,1202,1202,Short,Yes,1.67
11,1,2004,1210,1003,Short,Yes,1
8,1,2004,1203,481,Short,Yes,1
8,1,2004,1155,630,Short,Yes,1
8,1,2004,1211,1211,Short,Yes,1
7,1,2003,1202,1202,Short,Yes,0.14
7,1,2003,1206,1182,Short,Yes,0.14
11,1,2003,1200,639,Short,Yes,0.14
13,2,2003,1175,1175,Short,Yes,0.6
2,2,2004,1200,41,Short,Yes,1.33
2,2,2003,1194,0,Short,Yes,0.67
12,2,2003,1214,1214,Short,Yes,0.67
12,2,2003,1206,467,Short,Yes,0.67
2,2,2003,1204,981,Short,Yes,0.67
2,2,2003,1201,582,Short,Yes,0.67
12,2,2003,1206,1188,Long,Yes,0.83
12,2,2003,1225,1129,Long,Yes,0.83
12,2,2003,1209,1209,Long,Yes,0.83
5,2,2003,1207,316,Long,Yes,0.83
13,2,2003,1211,581,Long,Yes,0.83
13,2,2003,1204,1204,Long,Yes,0.83
13,2,2003,1234,1234,Long,Yes,0.83
10,2,2003,1207,29,Long,Yes,0.83
5,2,2003,1214,1195,Long,Yes,0.83
10,2,2003,1204,1204,Long,Yes,0.83
10,2,2003,1201,0,Long,Yes,1
5,2,2004,1213,833,Long,Yes,1
5,2,2004,1117,676,Long,Yes,1
10,2,2003,980,963,Long,Yes,1
10,2,2003,1185,1099,Long,Yes,1
5,2,2004,1202,662,Long,Yes,1
10,2,2003,1203,1203,Long,Yes,1
5,2,2004,1024,182,Long,Yes,1
2,2,2003,1136,592,Long,Yes,1
5,2,2003,1200,152,Long,Yes,1
2,2,2003,1197,295,Long,Yes,1
5,2,2003,1161,707,Long,Yes,1
13,2,2003,1200,319,Long,Yes,1
2,2,2003,1212,1212,Long,Yes,1
2,2,2003,1094,1062,Long,Yes,1
2,2,2003,1024,0,Long,Yes,1
2,2,2003,1201,679,Long,Yes,1
2,2,2003,1202,738,Long,Yes,1
5,2,2004,1053,0,Long,Yes,1.33
2,2,2004,1204,0,Long,Yes,1.33
14,2,2004,1200,0,Long,Yes,1.33
5,2,2004,1205,27,Long,Yes,1.33
2,2,2004,1204,1204,Long,Yes,1.33
14,2,2004,964,459,Long,Yes,1.33
14,2,2004,1204,140,Long,Yes,1.33
2,2,2004,1168,361,Long,Yes,1.33
2,2,2004,1200,0,Long,Yes,1.33
14,2,2004,1202,1202,Long,Yes,1.33
14,2,2004,1262,1085,Long,Yes,1.33
14,2,2004,1197,0,Long,Yes,1.33
2,2,2004,1204,1204,Long,Yes,1.2
10,2,2004,1206,1055,Long,Yes,1.2
2,2,2004,1099,867,Long,Yes,1.2
10,2,2004,1165,1165,Long,Yes,1.2
10,2,2004,1204,890,Long,Yes,1.2
2,2,2004,1121,415,Long,Yes,1.2
10,2,2004,1183,1183,Long,Yes,1.2
5,2,2004,1200,0,Long,Yes,1.2
10,2,2004,1214,127,Long,Yes,1.2
5,2,2004,1204,1145,Long,Yes,1.2
10,2,2004,1199,0,Long,Yes,1.2
10,2,2004,1204,342,Long,Yes,1.2
5,2,2004,1440,0,Long,Yes,1
5,2,2004,1200,43,Long,Yes,1
5,2,2004,1206,299,Long,Yes,1
5,2,2004,975,0,Long,Yes,1
5,2,2004,1206,1206,Long,Yes,1
2,2,2004,1204,874,Long,Yes,1
13,2,2004,1210,215,Long,Yes,0.83
10,2,2004,1203,348,Long,Yes,0.83
5,2,2004,1203,1203,Long,Yes,0.83
13,2,2004,1171,0,Long,Yes,0.83
10,2,2004,1010,44,Long,Yes,0.83
10,2,2004,1200,0,Long,Yes,0.83
5,2,2004,1224,1224,Long,Yes,0.83
13,2,2004,1207,175,Short,Yes,1
13,2,2004,1204,1204,Short,Yes,1
13,2,2004,1206,1113,Short,Yes,1
13,2,2004,1157,0,Short,Yes,1
13,2,2004,1204,1204,Short,Yes,1
13,2,2004,1202,1202,Short,Yes,1
13,2,2004,1075,1075,Short,Yes,1
14,2,2004,1205,45,Short,Yes,0.71
2,2,2004,1203,1195,Short,Yes,0.71
2,2,2004,1200,0,Short,Yes,0.71
14,2,2004,1224,1224,Short,Yes,0.71
14,2,2004,1203,99,Short,Yes,0.71
5,2,2004,1160,0,Short,Yes,0.71
10,2,2004,1178,742,Short,Yes,0.71
2,2,2004,1169,792,Short,Yes,0.71
2,2,2004,1204,0,Short,Yes,0.71
5,2,2004,939,873,Short,Yes,0.71
13,2,2004,1203,1119,Short,Yes,0.83
2,2,2004,1198,212,Short,Yes,0.83
2,2,2004,1200,0,Short,Yes,1
13,2,2004,1202,1202,Short,Yes,1
2,2,2004,1226,232,Short,Yes,1
13,2,2004,1201,1178,Short,Yes,1
14,2,2004,1190,0,Short,Yes,0.86
13,2,2004,1201,1201,Short,Yes,0.86
5,2,2004,963,0,Short,Yes,0.86
5,2,2004,1204,1101,Short,Yes,0.86
14,2,2004,1205,377,Short,Yes,0.86
6,2,2004,1190,33,Short,Yes,0.86
14,2,2004,966,966,Short,Yes,0.86
6,2,2004,1204,801,Short,Yes,0.86
14,2,2004,1201,886,Short,Yes,0.86
6,2,2004,1203,225,Short,Yes,0.86
14,2,2004,1204,1061,Short,Yes,0.86
6,2,2004,1228,0,Short,Yes,0.43
5,2,2004,1200,0,Short,Yes,0.43
14,2,2004,1208,140,Short,Yes,0.43
6,2,2004,1144,1144,Short,Yes,0.43
5,2,2004,1205,1205,Short,Yes,0.43
13,2,2004,1175,640,Short,Yes,0.43
14,2,2004,1207,1183,Short,Yes,0.43
5,2,2004,1182,1013,Short,Yes,0.43
13,2,2004,1205,1205,Short,Yes,0.43
14,2,2004,1206,1206,Short,Yes,0.43
14,2,2004,1090,0,Short,Yes,0.43
5,2,2003,1104,1104,Short,Yes,0.6
13,2,2003,1151,1151,Short,Yes,0.6
5,2,2004,1127,932,Short,Yes,0.4
5,2,2004,892,0,Short,Yes,0.4
5,2,2004,1204,0,Short,Yes,0.4
5,2,2004,921,536,Short,Yes,0.4
5,2,2004,1200,317,Short,Yes,0.4
2,2,2004,1142,1142,Short,Yes,0.4
5,2,2004,1201,1201,Short,Yes,0.4
2,2,2004,1204,240,Short,Yes,0.6
2,2,2004,1201,1201,Short,Yes,0.6
5,2,2004,1203,1203,Short,Yes,0.6
6,2,2004,1214,669,Short,Yes,0.6
6,2,2004,1205,970,Short,Yes,0.6
6,2,2004,1204,937,Short,Yes,0.6
13,2,2004,1020,722,Short,Yes,0.6
13,2,2004,1200,753,Short,Yes,0.83
13,2,2003,1200,0,Short,Yes,0.6
5,2,2003,1206,1206,Short,Yes,0.6
13,2,2003,1209,1209,Short,Yes,0.6
5,2,2003,1091,1091,Short,Yes,0.6
5,2,2003,1206,0,Short,Yes,0.8
5,2,2003,1202,1202,Short,Yes,0.8
5,2,2003,1025,1025,Short,Yes,0.8
5,2,2003,1203,0,Short,Yes,0.8
5,2,2003,1203,0,Short,Yes,0.8
5,2,2003,1204,1204,Short,Yes,0.8
2,2,2003,1149,803,Short,Yes,0.67
5,2,2003,1204,972,Short,Yes,0.67
2,2,2003,1200,774,Short,Yes,0.67
2,2,2003,1200,287,Short,Yes,0.67
2,2,2003,1200,313,Short,Yes,0.67
5,2,2003,1083,631,Short,Yes,0.67
5,2,2003,1202,1202,Short,Yes,0.67
2,2,2003,1071,825,Short,Yes,0.67
5,2,2003,1306,1279,Short,Yes,0.67
5,2,2003,1207,1002,Short,Yes,0.5
2,2,2003,850,251,Short,Yes,0.5
5,2,2003,1203,1203,Short,Yes,0.5
2,2,2003,1205,1185,Short,Yes,0.5
2,2,2003,1212,1198,Short,Yes,0.5
5,2,2003,1205,1185,Short,Yes,0.5
10,2,2003,1214,1214,Short,Yes,0.5
10,2,2003,1088,1038,Short,Yes,0.5
10,2,2003,1203,858,Short,Yes,0.5
10,2,2003,1214,891,Short,Yes,0.5
10,2,2003,1228,1155,Short,Yes,0.5
10,2,2003,1201,0,Short,Yes,0.5
2,2,2003,964,925,Short,Yes,0.67
5,2,2003,913,902,Short,Yes,0.67
2,2,2003,1205,1205,Short,Yes,0.67
12,2,2003,1201,993,Short,Yes,0.67
2,2,2003,1206,1141,Short,Yes,0.67
12,2,2003,1202,1202,Short,Yes,0.67
2,2,2003,1058,745,Short,Yes,0.67
